"","ATI","ATII","B","B_Plasma","Basal","Ciliated","Club","Dendritic_A","Dendritic_B","Dendritic_C","Dendritic_Langerhans","Dendritic_Plasmacytoid","Fibroblast","Goblet","Innate_lymphoid_A","Innate_lymphoid_B","Ionocyte","Lymphatic-Endothelial","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Monocyte","Monocyte_Non-Classical","Myofibroblast","Mystery_Disease_Epithelial","Neuroendocrine","NK","Pericytes","Smooth-Muscle","T","T_Cytotoxic","T_Regulatory","Vascular-Endothelial_A","Vascular-Endothelial_B","Vascular-Endothelial_C","Vascular-Endothelial_D","Vascular-Endothelial_E"
"ATI",0.758158794474607,0.101581707683203,0,0.162516613907716,0.943546844333965,0.593607147366872,0.810656450279259,0,0.496316670393417,0.181552840136542,0.939800815572884,0,0.739351359574597,0.567955877430193,0,0,0,0.699067985391356,0,0,0,0.726302297058486,0,0,0.696416729771964,0.725435543041826,0,0,0.70544153013949,0.681408661195979,0,0,0,0.684362245360545,0.67956968145361,0.546743406470696,0.648761830342109,0.567749068381326
"ATII",0.445312171795032,0.0558288916322983,0,0.0326549042364012,0.578722554855846,0.405778936060823,0.498691759021037,0,0.0385580661904512,0.037498083538176,0.798342667504181,0,0.501693145345522,0.382677023382346,0,0,0,0,0,0,0,0.445158194486145,0,0,0.385728574527086,0.419406887413847,0,0,0.455338039225216,0.399751442662737,0,0,0,0.389489537648611,0.429705905873998,0.344900633562048,0.405503645407752,0.34029686928848
"B",0.0715288574954985,0,0,0,0.166102249744079,0.0264913578233179,0.0706469691539739,0,0,0,0.0279460621508557,0,0.166406138074999,0.023062639804946,0,0,0,0,0,0,0,0.225405909263734,0,0,0.0924364251965544,0.0421840385696255,0,0,0.261988338456858,0.097610976980055,0,0,0,0.0789882811688664,0.106897982460685,0.0434862078659279,0.0963136285994926,0.0450364661040046
"B_Plasma",0.079608434096921,0,0,0,0.0935253918187226,0.02284142934507,0.0476296615846167,0,0,0,0.150138501382306,0,0.0841909704940758,0.0204337592170734,0,0,0,0,0,0,0,0.0973774897610472,0,0,0.0552129383691373,0.0246790961130928,0,0,0.110023691203432,0.0612854858924347,0,0,0,0.0578367924196208,0.0600362834022676,0.0375339613569482,0.052584796711678,0.0339093585773615
"Basal",0.21466085348935,0,0,0,0.365335592818834,0.116913393669668,0.197643883674054,0,0,0,0.204321500834713,0,0.334578109232777,0.117217841340367,0,0,0,0,0,0,0,0.312058162504777,0,0,0.208497267720505,0.135393937124793,0,0,0.27450129207134,0.176534375322917,0,0,0,0.216387701845886,0.22283448576054,0.15492461010781,0.203058256730465,0.150809803113031
"Ciliated",0.531528421635336,0.0660095197696294,0,0.0392321545600852,0.939061360769688,0.398644142111845,0.55137666745942,0,0.0182338253108158,0.0289698320403858,0.381063921440635,0,0.634287970146159,0.451059806004401,0,0,0,0,0,0,0,0.938239091261377,0,0,0.487426098058003,0.822677247140281,0,0,0.782192161153028,0.557099461366989,0,0,0,0.439664325180991,0.520765759995524,0.302758903696818,0.520899036295343,0.458879029643213
"Club",0.479403036931605,0.0593496565314538,0,0.0361057488732641,0.774952669361212,0.260769645897704,0.433677749688443,0,0.0464850280170471,0.024951436749455,0.292731316343434,0,0.659012852292313,0.288303109241669,0,0,0,0,0,0,0,0.675114181259348,0,0,0.408455092954438,0.335150750568934,0,0,0.555849244263515,0.371966578590493,0,0,0,0.35066363689753,0.371019772668508,0.27369206119677,0.377511760890693,0.247770803268481
"Dendritic_A",0.636526952942308,0.221799335415027,0.0343681566622078,0.101092564989919,0.964626835278945,0.464867060212537,0.788055133471325,0.0354220802699213,0.0649045431888508,0.0579065388631878,0.119005812005394,0.0321867272251459,0.583333258785983,0.505558608556019,0.0280891428691908,0.0964112816640639,0,0.131557072133713,0.123492680865575,0.132612073831051,0.176989418951003,0.497620116087284,0.167159180312928,0.0598960784761125,0.375967314658788,0.662646512582677,0,0,0.334968297548976,0.323419999715139,0.0468652835243175,0,0.0551930674591714,0.326897096536472,0.283003173075536,0.19449648318103,0.292784235138715,0.163636460609023
"Dendritic_B",0.214209573481902,0,0,0.0694973466609981,0.177244877123041,0.0797139442793221,0.139269231543253,0,0,0,0.0717045761175731,0,0.137561255116345,0.0710218234051962,0,0,0,0,0,0,0,0.115661708077767,0,0,0.0861114552004444,0.156282323467886,0,0,0.145108439185731,0.0763535566931116,0,0,0,0.0867892790797339,0.102748828158267,0.0703413134749753,0.0803817774906766,0.0632416436906355
"Dendritic_C",0.223057214983669,0.0522515420701963,0,0.0513587721812272,0.358408938802521,0.145529955544036,0.254295350545351,0,0.0649558250085518,0.0850079616567181,0.0809395199735734,0,0.317676187191706,0.139299227155668,0,0,0,0,0,0,0,0.245173031134408,0,0,0.171833912282372,0.224349893359872,0,0,0.287613198026002,0.193493889644867,0,0,0,0.124583082681635,0.16046758521876,0.093250146329755,0.161637740567529,0.118565742508561
"Dendritic_Langerhans",0.386953508945491,0,0,0.103401607097427,0.521611678977234,0.183370370309556,0.330211270655853,0,0,0,0.207031421785869,0,0.436689538655151,0.155971705995841,0,0,0,0,0,0,0,0.38451037238197,0,0,0.25579093996363,0.264004898011436,0,0,0.386851069691984,0.211449172487282,0,0,0,0.251334530377025,0.303610103969029,0.187058814452026,0.299678205076517,0.180861556966981
"Dendritic_Plasmacytoid",0.654017417339856,0.134532437701992,0.0749712960833182,0.19765796474736,0.967419679131091,0.33041039947714,0.647271954166978,0.0218967268328311,0.0307547399548717,0.0650967478202111,0.195129575578162,0.0434881266697403,0.735990599045658,0.357916653535701,0.03093013746397,0.141319079419693,0,0.56747028444353,0.140234823113843,0.117309382089604,0.309096108494262,0.697894456643912,0.196025802423573,0.317192557926265,0.39527921588687,0.483727028934021,0,0,0.590852334975751,0.35690251803007,0.059319552787158,0,0.0360621259580734,0.373093716992963,0.408929678252469,0.28422999672476,0.363477735591487,0.251222750955361
"Fibroblast",0.613166202413451,0,0,0,0.722118010277972,0.478839588378656,0.526593645270775,0,0,0,1.18336549349414,0,0.733016984815721,0.437768780545281,0,0,0,0,0,0,0,1.00970072318766,0,0,0.652339608995947,0.635108754437892,0,0,0.908805148561548,0.740700606035329,0,0,0,0.617758667210464,0.676783594443575,0.454025668527537,0.653986524588699,0.625992582305765
"Goblet",0.383388583808856,0.0437096877664074,0,0.00992391000385074,0.583761539818742,0.240799272418603,0.392937071134766,0,0.00889337299901337,0.00563117070238543,0.286356854572846,0,0.538075881457645,0.228204012853014,0,0,0,0,0,0,0,0.641688120382598,0,0,0.297513660042814,0.3260044719958,0,0,0.543134507559152,0.33764555121344,0,0,0,0.355845325509898,0.365209075623524,0.264440564617979,0.329855379030646,0.216741930030368
"Innate_lymphoid_A",0.223666786024912,0,0,0.0950362364340305,0.200887707892736,0.0786930554116347,0.149314910275097,0,0,0,0.124243506779026,0,0.158476572066754,0.0655977642384385,0,0,0,0,0,0,0,0.192917840318203,0,0,0.0861171325901455,0.217901024715042,0,0,0.160849673579349,0.0930106324872517,0,0,0,0.075592498133694,0.100745008360275,0.0670281562676727,0.111015279761884,0.0779341808439475
"Innate_lymphoid_B",0.319400200413059,0,0,0.12497390341947,0.360813425444685,0.181962888785409,0.263280677913292,0,0,0,0.380779911895144,0,0.28772101708673,0.154223011662715,0,0,0,0,0,0,0,0.346718268972836,0,0,0.213482943873876,0.305646735488385,0,0,0.314394196847094,0.18846851764568,0,0,0,0.240751382026538,0.341976839737898,0.191362428657575,0.263964217844228,0.215106976770742
"Ionocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lymphatic-Endothelial",0.174279854725822,0,0,0,0.279545785792735,0.0933379295370512,0.159485651830323,0,0,0,0.943620459197914,0,0.224324850243221,0.121548871451136,0,0,0,0,0,0,0,0.31168947023665,0,0,0.19417802486845,0.115329777812803,0,0,0.261817033449932,0.250223376487898,0,0,0,0.216875857008914,0.255993888349516,0.139402268357227,0.317973959448701,0.148236649208886
"Macrophage",0.445321808543955,0.16544442026187,0.028326290978259,0.0393849396059931,0.980179258461672,0.338495011460167,0.605869922769098,0.0233901685166343,0.0321974422810478,0.0259873501202982,0.0885701071220008,0.031096665729681,0.512096654572139,0.373149349059024,0.0217822539914227,0.088826628399238,0,0.142159635782188,0.10105146546805,0.0912262764576621,0.193896001269289,0.572855368952426,0.113117898963662,0.0657886360562395,0.339331194791541,0.580295983110283,0,0,0.399049168640193,0.303522078058909,0.040529489450914,0,0.0438713518676715,0.340933790320951,0.324756460613262,0.190991176970803,0.314208294852976,0.146794532051011
"Macrophage_Alveolar",0.327453998101684,0.10382706920426,0.0320148077160313,0,0.827781312092267,0.220237081273708,0.43784082885721,0.0285070750486754,0.0263339560968769,0.0147958264958924,0.114061759855188,0.0554539652349759,0.575341593640775,0.269904224899277,0.031635826818072,0.113075871918643,0,0.138943856213984,0.135040492518862,0.121285227904318,0.187005045051708,0.673241913297832,0.161637399524981,0.0740735924254425,0.347582495401858,0.236511741269024,0,0,0.419736520007155,0.301692069504667,0.046642137353387,0,0.0604473951878334,0.366699371516161,0.340121286794776,0.191630214305545,0.314139242895878,0.163921583317737
"Mast",0.456679291262431,0,0,0.153206115202504,0.585772435681258,0.193534291794124,0.35326236846806,0,0,0,0.208167039316714,0,0.566926227541921,0.163182843384409,0,0,0,0,0,0,0,0.400288947334496,0,0,0.342317381144229,0.293037457311033,0,0,0.655720573359988,0.38597893398767,0,0,0,0.304494476066357,0.389143719275899,0.24727869313925,0.390701330453747,0.190609496255918
"Mesothelial",0.487692773080512,0,0,0.242790748924861,0.6919197643492,0.259568302463722,0.388760411161642,0,0,0,0.580689550763227,0,0.654111732345075,0.234054011922551,0,0,0,0,0,0,0,0.587512279281044,0,0,0.448386925915928,0.300029438036714,0,0,0.704540225804298,0.484398217735242,0,0,0,0.485899713810026,0.578364446182134,0.339593221225533,0.519810033061689,0.358219391632721
"Monocyte",0.745769878249225,0.256526988163743,0.0548758701685258,0.0955181896468242,1.29602276122817,0.694705918004001,0.999471293630121,0.0967756141102805,0.132801225992448,0.108473932651326,0.211525419330316,0.0681273803599384,0.828615439633826,0.686671304997968,0.0649253201756063,0.175112760767605,0,0.211188541676882,0.232941552870548,0.221478832358429,0.341815085329347,0.826485114883877,0.273799290545781,0.115094997409592,0.565519455342479,0.797745730600435,0,0,0.539663791588922,0.510447269413887,0.109558395345608,0,0.135641403219498,0.530679174207936,0.483972111292672,0.338804954247478,0.460422977741266,0.255553158287006
