,100,200,300,400,500,600,700,800,900,1000
0,0.332,0.097,0.121,0.199,0.193,0.184,0.207,0.369,0.297,0.102
1,0.315,0.049,0.156,0.343,0.358,0.231,0.226,0.336,0.281,0.177
2,0.071,0.324,0.314,0.126,0.155,0.119,0.065,0.019,0.005,0.001
3,0.102,0.353,0.241,0.222,0.29,0.292,0.312,0.396,0.494,0.301
4,0.123,0.1,0.158,0.257,0.311,0.234,0.275,0.415,0.315,0.379
5,0.403,0.116,0.184,0.296,0.295,0.252,0.269,0.435,0.3,0.129
6,0.32,0.079,0.1,0.204,0.296,0.25,0.301,0.483,0.328,0.233
7,0.491,0.183,0.311,0.439,0.459,0.414,0.265,0.424,0.248,0.161
8,0.213,0.332,0.201,0.291,0.476,0.43,0.304,0.345,0.304,0.321
9,0.454,0.234,0.336,0.426,0.466,0.487,0.461,0.429,0.368,0.358
10,0.247,0.149,0.367,0.235,0.189,0.442,0.26,0.32,0.476,0.477
11,0.138,0.279,0.333,0.351,0.361,0.441,0.269,0.253,0.172,0.337
12,0.34,0.225,0.352,0.328,0.362,0.441,0.344,0.201,0.362,0.36
13,0.485,0.296,0.166,0.068,0.066,0.102,0.071,0.077,0.047,0.045
14,0.043,0.125,0.134,0.14,0.169,0.131,0.124,0.11,0.044,0.083
15,0.138,0.187,0.133,0.292,0.355,0.307,0.399,0.425,0.328,0.39
16,0.138,0.444,0.37,0.47,0.364,0.315,0.191,0.234,0.467,0.274
17,0.105,0.037,0.15,0.24,0.283,0.202,0.235,0.368,0.418,0.277
18,0.255,0.134,0.144,0.267,0.241,0.283,0.27,0.436,0.32,0.222
19,0.484,0.284,0.328,0.437,0.37,0.316,0.337,0.498,0.374,0.365
20,0.38,0.099,0.051,0.093,0.176,0.096,0.119,0.126,0.056,0.042
21,0.457,0.429,0.309,0.284,0.373,0.401,0.225,0.335,0.237,0.457
22,0.266,0.105,0.097,0.195,0.123,0.139,0.136,0.271,0.139,0.074
23,0.32,0.163,0.189,0.197,0.228,0.136,0.08,0.182,0.105,0.033
24,0.125,0.099,0.289,0.432,0.381,0.446,0.313,0.166,0.153,0.134
25,0.151,0.049,0.307,0.405,0.361,0.477,0.411,0.483,0.321,0.402
26,0.475,0.393,0.392,0.447,0.302,0.434,0.32,0.292,0.43,0.385
27,0.426,0.322,0.46,0.49,0.381,0.495,0.474,0.348,0.287,0.431
28,0.101,0.196,0.327,0.477,0.389,0.365,0.305,0.336,0.387,0.364
29,0.377,0.101,0.055,0.157,0.201,0.105,0.227,0.213,0.224,0.204
30,0.115,0.111,0.151,0.193,0.195,0.129,0.182,0.153,0.071,0.135
31,0.157,0.1,0.133,0.194,0.217,0.12,0.09,0.166,0.032,0.036
32,0.245,0.063,0.035,0.036,0.121,0.05,0.044,0.117,0.059,0.079
33,0.422,0.161,0.191,0.239,0.368,0.296,0.294,0.334,0.202,0.149
34,0.337,0.192,0.25,0.484,0.496,0.426,0.484,0.39,0.349,0.386
35,0.268,0.031,0.292,0.495,0.268,0.395,0.364,0.486,0.365,0.475
36,0.344,0.156,0.393,0.427,0.421,0.386,0.349,0.16,0.127,0.159
37,0.217,0.123,0.48,0.226,0.491,0.493,0.242,0.494,0.412,0.499
