0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000
0.03774531,0.023288422045007313,1.7982576696790655e-05,7.674499290042485e-06,1.1538123733252418e-08,4.5400997678533006e-11,1.4775898287125766e-10,7.115529688665206e-13,9.08234217840355e-16,2.6288253791596047e-16,9.43853378742615e-18,2.4572052792645233e-18,5.2663733631062745e-18,8.289146827816492e-19,9.308519025006744e-21,5.259948715690902e-22,4.939895818776569e-24,2.2538295234838447e-27,1.8398725057657416e-29,1.9417558878238747e-31,3.627652046679745e-32
8.936044e-06,2.6348989433734843e-14,3.8417949744248886e-27,1.2924901253473436e-37,1.4272325785017892e-54,1.5096181030678723e-68,4.2302284142287373e-82,2.3917821739691484e-91,1.9870108478851495e-107,8.147201114396096e-121,1.4192365466142295e-133,3.2169585001242816e-145,1.224040314090215e-158,4.0068260347234506e-172,4.8788470103515184e-186,1.6875897191664737e-200,2.8319697742054752e-213,4.0694346673766953e-228,6.30598914539891e-241,8.738288591411707e-256,2.220051994984378e-270
1.353815e-26,8.932541066241487e-132,5.291247912454145e-240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.2928769,0.0076944397079245575,1.3024514780347351e-06,4.4537251768990503e-10,6.887885419619764e-15,4.498166256017685e-16,5.854822234862053e-18,8.381401145246356e-21,4.9307361197099476e-24,7.287449476629499e-29,1.047217973929227e-30,2.823041958852686e-35,1.748837674152494e-34,2.115067175651804e-38,4.851155588256998e-42,9.933930715730222e-46,3.1337077548852544e-48,1.2612630831271204e-53,1.94651751614362e-56,2.3667752841303087e-60,2.37544704750033e-64
1.361173e-06,0.012022536451217314,4.579720337671055e-05,2.6394393712795226e-08,4.38161840264848e-13,2.4727372719907464e-18,2.429817755124916e-19,1.5388488855249852e-22,5.65946475621541e-25,1.0310809274419663e-26,1.0258949746664735e-29,2.2617225860053713e-33,1.0032642563012096e-35,2.240054548707267e-39,1.0145111036150672e-40,2.865543421683941e-45,9.165742938984157e-49,2.7479007640362428e-52,1.0025174916120255e-54,6.994690459253112e-58,9.486481783456354e-61
2.434558e-06,1.2977806904342086e-17,3.7617343272354563e-34,4.262009626097116e-58,4.431198445661727e-83,1.5844809181124389e-97,9.960520096228042e-122,8.837684267912253e-138,2.284570992223522e-154,1.5536429234095098e-165,6.620349598272887e-181,5.212167264149833e-193,1.4157431286816802e-208,3.7302144654065134e-221,2.4013692826865508e-238,1.3134048592576146e-253,3.2272417261546046e-263,7.235640574276974e-273,2.9057377255383294e-284,5.224672504500494e-298,0.0
2.062617e-05,6.049241452018842e-10,1.5590947851383052e-18,2.95960361475751e-28,5.167716909654089e-42,3.2331276247776356e-51,2.947151534863455e-62,4.013223229776891e-71,8.038564272228187e-82,1.7653855186864125e-92,3.1879308625718384e-98,1.0479002424182722e-106,2.5542802300321005e-110,1.6535733891113995e-117,8.343064177390067e-129,4.267602180072096e-140,2.5371280178840147e-148,1.3297172945784741e-155,9.954465534546343e-167,2.705091791756373e-178,2.174750255746611e-188
0.00502985,0.10456234355321577,4.861259327487408e-07,3.588013540058946e-13,2.1912688397900104e-16,5.999933823634051e-19,4.0616519963211574e-25,1.368817392419503e-30,2.145959679755028e-37,1.9315579624397777e-41,2.5994423021619734e-44,5.039427939293272e-48,5.609441989758043e-49,4.402046815129117e-53,1.1737176751109096e-57,1.539230154001159e-64,7.092318950397024e-68,1.915933244762091e-74,1.5128217397818677e-78,2.485279363534725e-84,8.932905948992326e-91
0.000633443,0.0005261618299220423,1.5873364466481154e-09,9.03344557147677e-17,4.941160965715024e-22,1.3890310791444863e-23,3.4580564442839324e-27,8.958700228464677e-33,1.4777139980470102e-39,3.1817957995474333e-43,2.982075670537506e-50,5.3622602640529715e-55,8.393911636388788e-58,5.984799130522091e-61,1.7884525156029047e-62,9.679251686379452e-68,5.2898097172697385e-71,7.776246829091916e-74,5.4912796532185354e-80,6.87216930947043e-83,2.1299493270831816e-88
0.0005484349,7.868755036702213e-07,4.001853304100387e-11,1.177537615053875e-13,1.1898105189892533e-23,1.0550563261589243e-28,7.649440659655974e-34,1.94715174703187e-40,1.4683030050619089e-46,8.826496003035436e-49,1.9360372871121575e-51,9.299705686219962e-59,1.633652601233087e-64,5.41396320956257e-69,4.628262287265271e-75,3.594889059853338e-80,5.118308579929829e-85,2.0089885982870142e-89,3.8706497583575755e-94,2.3354522026374166e-102,4.735448323079003e-109
0.0002092524,8.571503912510079e-12,9.326093281441024e-19,3.2655370427566114e-25,2.3730234046186622e-36,4.3526176695295785e-46,6.06262852718758e-56,2.5979256067928664e-68,3.800930331920392e-80,1.6895966608888745e-84,4.014011336422969e-93,2.7766697266795685e-104,1.7646176173767763e-112,3.693998626199829e-123,4.886299436675857e-136,9.692124378288705e-146,1.685479361357493e-153,6.85250326982607e-163,8.802007259167179e-174,1.7335189750512104e-183,1.7697454122374358e-196
0.006408726,8.446862399706112e-07,4.4129264322429215e-11,1.05091932531839e-14,3.0431508359788505e-19,9.007336581515653e-22,3.784170238039661e-25,4.7620793947129564e-30,8.365700654448023e-33,4.387752888707707e-37,1.2197929918385952e-39,1.1685937682811943e-44,1.0434672090042718e-44,2.0758261652525874e-48,3.0047865581963043e-55,4.932421058649353e-57,5.431931334336868e-58,2.3976702045528548e-60,3.9490208737969074e-63,2.706459731107502e-65,1.0740201997198018e-68
0.0002100368,1.6648869965097978e-10,2.1975428272168577e-21,1.044043467424171e-30,2.7846784010717037e-38,1.6709244078732631e-46,2.227207185079467e-57,6.070604509587412e-70,2.4925482045176788e-83,9.667447977594198e-92,1.9163136491057226e-97,1.1968740344542172e-107,7.692416112254655e-118,6.875113331824486e-128,1.1522176349498202e-137,1.9346396518833805e-149,2.8575159788464857e-158,2.0626710527852403e-170,8.714196477153286e-181,1.0373067752475627e-196,1.5016033563759678e-210
0.03791986,0.019325836212619074,5.9294000361711046e-05,0.0004999639196801419,4.524306540977968e-05,0.00021015513522080115,6.06641042627451e-05,5.7240544724556e-07,3.008936049943544e-08,5.998596739978543e-10,3.6138298442086844e-09,1.0437640582116177e-10,6.329282264294694e-10,1.6608372029935742e-11,6.580734186243659e-13,1.0614106166755051e-13,2.625019829190032e-14,9.808420762914564e-14,2.8835176879531413e-13,7.063599508999527e-14,1.3761573595799177e-14
1.1699e-09,1.939311969685114e-18,9.713360984893578e-39,9.099285678084162e-54,9.856259264362276e-79,5.059837146522681e-94,4.762868230452922e-116,2.552752709519714e-136,1.0200180753265452e-157,1.5696046599181577e-179,4.971860431362814e-190,5.912525961320131e-209,2.4162135861603125e-231,6.666139664729493e-250,1.6273742445452188e-269,3.492204311247872e-290,3.93548093739052e-309,0.0,0.0,0.0,0.0
