"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.331213902443321,0.471746201723214,0,0,0.315451744109213,0,0,0.499616150427535,0.45030705551031,0,0,0,0.485052134559258,0.581011081185069,0,0,0,0,0.350447782982056,0.272701893575405,0,0.24995312761632,0.4519316728543,0,0.0533143588451186,0,0,0,0,0,0.0404072721299407,0.137711403054766,0,0,0,0,0
"ATII",0,0.558146291613888,0.50738937759537,0,0,0.594318233599836,0,0,0.801947680033572,0.787830713379535,0,0,0,0.777983024044871,1.07624091185445,0,0,0,0,0.665477900217562,0.459220272548339,0,0.512218929239811,0.690709900299346,0,0.106201049603102,0,0,0,0,0,0.0916104298381183,0.144068577927845,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.690571870089236,1.18626264840389,0,0,0.653476980369192,0,0,0.59659641823839,0.864084905719777,0,0,0,0.506121455646706,0.801149218867436,0,0,0,0,0.365039529956431,0.0249436654914903,0,0.231208468926269,0.521277427678346,0,0.10801858330951,0,0,0,0,0,0,0.277956255451154,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.231932310787538,0.406218438977005,0,0,0.206196722967265,0,0,0.280422778686036,0.283973254972863,0,0,0,0.363791535249733,0.29519782659855,0,0,0,0,0.249599609377536,0.115213791889051,0,0.119288568029078,0.301213718138198,0,0.0628267537372418,0,0,0,0,0,0.0138910260767593,0.0869547853001991,0,0,0,0,0
"Club",0,0.3110634480273,0.485764114157813,0,0,0.341273250210188,0,0,0.501944899997255,0.44620418400387,0,0,0,0.469129469561636,0.516210773249336,0,0,0,0,0.302459165027204,0.212073612704501,0,0.203365374756576,0.415850880689744,0,0.0444303387064551,0,0,0,0,0,0.0298397189414714,0.123997626085856,0,0,0,0,0
