"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,0.399682982852319,0.407248277679044,0,0.126513330954256,0.372341804795516,0,0,0.645528476948598,0.404787767433136,0,0,0,0.585855854310621,0.718539877263471,0,0,0,0,0.218864292629805,0.293241118815124,0,0.267139050746401,0.381275127770474,0,0.0557887293917546,0,0,0,0,0.0578005690727242,0.0566633754847023,0.13728280149414,0,0,0,0,0
"ATII",0,0.316242393711265,0.393283894607093,0,0.0327493745268366,0.219126803265489,0,0,0.461989716141683,0.288119731728698,0,0,0,0.438301027083917,0.69032143726804,0,0,0,0,0.0841924867339152,0.0986191072603905,0,0.200303410665459,0.329326802083975,0,0.0654400199202962,0,0,0,0,0.0314464857039362,0.0301609625174767,0.0874026778020457,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,0.843718904014034,0.758238838655081,0,0,0.687488211023583,0,0,0.651219980354575,0.785374589566328,0,0,0,0.58550614352134,1.02389207662798,0,0,0,0,0,0,0,0.475988346731853,0.794276416604116,0,0.114936151277641,0,0,0,0,0,0,0.286509675221426,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.22914788217894,0.168690487852447,0,0.0383126541986908,0.154082452002997,0,0,0.239977680579367,0.187826253146122,0,0,0,0.376137063498706,0.342569506132568,0,0,0,0,0.0410964443475262,0.0559184132671631,0,0.137932797785654,0.25663431789069,0,0.011389673570557,0,0,0,0,0.0134819868387653,0.0122993055072226,0.0495129035601701,0,0,0,0,0
"Club",0,0.405306028450418,0.483565043976422,0,0.165943971312598,0.478230381005703,0,0,0.704041989864087,0.514908425726491,0,0,0,0.719594089153213,0.869853247987889,0,0,0,0,0.293269612136224,0.309380447918438,0,0.336376627064134,0.465400018482651,0,0.0745299709510944,0,0,0,0,0.0768042245034948,0.0755187013170353,0.178118155401163,0,0,0,0,0
"cMonocyte",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
