"","Aberrant_Basaloid","ATI","ATII","B","B_Plasma","Basal","cDC1","cDC2","Ciliated","Club","cMonocyte","DC_Langerhans","DC_Mature","Fibroblast","Goblet","ILC_A","ILC_B","Ionocyte","Lymphatic","Macrophage","Macrophage_Alveolar","Mast","Mesothelial","Myofibroblast","ncMonocyte","NK","pDC","Pericyte","PNEC","SMC","T","T_Cytotoxic","T_Regulatory","VE_Arterial","VE_Capillary_A","VE_Capillary_B","VE_Peribronchial","VE_Venous"
"Aberrant_Basaloid",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ATI",0,1.1377127246137,1.1854146450664,0.0765209395601103,0,0.498025876803971,0,0,1.01276826784667,0.966595762249277,0,0,0,0.872061339198007,0.714000091948503,0,0,1.34400267633923,0,0.829380138128829,0.632366556794145,0.549290533689018,0,0,0,0.180965403051141,0,0,0,0,0.175268967278006,0.254590542731372,0,0,0,0,0,0
"ATII",0,0.876030489286026,0.855053424004082,0.0446400452447807,0,0.39250786339702,0,0,0.669538672995341,0.607390452097307,0,0,0,0.734637151806552,0.445136297650579,0,0,1.20253716223485,0,0.46368213119223,0.245058741262098,0.553984921448645,0,0,0,0.176661950489318,0,0,0,0,0.114406364059232,0.162212345531171,0,0,0,0,0,0
"B",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"B_Plasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Basal",0,1.06314154502042,1.68071578410779,0.261494646798775,0,0.8677387890824,0,0,1.02138688338975,0.961650431396164,0,0,0,1.06061969150669,1.27430867872842,0,0,1.49716456583992,0,0.158062694554927,0.107062490217325,0.202396794398445,0,0,0,0.0739440804802524,0,0,0,0,0,0,0,0,0,0,0,0
"cDC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"cDC2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ciliated",0,0.620371988636629,0.580606660369527,0.0236899293783631,0,0.27679873319192,0,0,0.42922327265727,0.3613117210457,0,0,0,0.571592706181017,0.294917269196558,0,0,0.840643437396982,0,0.401374778831147,0.205929446016459,0.44273653884625,0,0,0,0.13035723005734,0,0,0,0,0.0289191960485387,0.0970986211481722,0,0,0,0,0,0
"Club",0,0.791364716695381,0.760990029629089,0.0495011156771455,0,0.322853762661066,0,0,0.690938383383856,0.543347727375614,0,0,0,0.763803574400741,0.447019981492235,0,0,1.04020059910139,0,0.476267020102402,0.356933114381464,0.277172659882109,0,0,0,0.13056795405881,0,0,0,0,0.124128504923961,0.176795556828266,0,0,0,0,0,0
